Key,english
ShotgunsQ5,"[315DCE][Quality 5][-] Pump Shotgun, [315DCE][Quality 5][-] Super Shotgun"
ShotgunsQ6,"[400073][Quality 6][-] Pump Shotgun, [400073][Quality 6][-] Super Shotgun"

ExplosivesQ2,"[CF7F29][Quality 2][-] Rocket Launcher, [CF7F29][Quality 2][-] Flamethrower"
ExplosivesQ3,"[A2A41B][Quality 3][-] Rocket Launcher, [A2A41B][Quality 3][-] Flamethrower"
ExplosivesQ4,"[42C234][Quality 4][-] Rocket Launcher, [42C234][Quality 4][-] Flamethrower"
ExplosivesQ5,"[315DCE][Quality 5][-] Rocket Launcher, [315DCE][Quality 5][-] Flamethrower"
ExplosivesQ6,"[400073][Quality 6][-] Rocket Launcher, [400073][Quality 6][-] Flamethrower" 

attcombatperks,Combat Perks
attammobackpacks,Ammo Backpacks

perkQuickerCrafting,Quicker Crafting
perkQuickerCraftingName,Quicker Crafting
perkQuickerCraftingDesc,"Craft everything faster, everything!"
perkQuickerCraftingRank1Desc,Hurry up already!
perkQuickerCraftingRank2Desc,"Okay, that's a bit faster!"
perkQuickerCraftingRank3Desc,"Look Mum, no hands!"
perkQuickerCraftingRank4Desc,Done in a jiffy!
perkQuickerCraftingRank5Desc,"Woah, that was quick!"
perkQuickerCraftingRank1LongDesc,Craft time for everything is reduced by 15%.
perkQuickerCraftingRank2LongDesc,Craft time for everything is reduced by 30%.
perkQuickerCraftingRank3LongDesc,Craft time for everything is reduced by 45%.
perkQuickerCraftingRank4LongDesc,Craft time for everything is reduced by 60%.
perkQuickerCraftingRank5LongDesc,Craft time for everything is reduced by 75%.

perkLockPickingNameDM,Forge Ahead + Lock Picking
perkLockPickingDescDM,Find more Forge Ahead magazines in loot.\n\nLearn to pick locks faster and break fewer lockpicks.

perkCardioDesc,Walk and Run faster.
perkCardioNameRank1LongDesc,Walk 10% faster.\nRun 7% faster.
perkCardioNameRank2LongDesc,Walk 20% faster.\nRun 14% faster.
perkCardioNameRank3LongDesc,Walk 30% faster.\nRun 21% faster.
perkCardioNameRank4LongDesc,Walk 40% faster.\nRun 28% faster.
perkCardioNameRank5LongDesc,Walk 50% faster.\nRun 35% faster.

perkTreasureHunterDMRank1LongDesc,"Treasure radius decreases 1m for every 9 blocks dug instead of 10.\nDo 10% more damage to dirt.\nFind 10% more items in buried chests."
perkTreasureHunterDMRank2LongDesc,"Treasure radius decreases 1m for every 8 blocks dug.\nDo 20% more damage to dirt.\nFind 20% more items in buried chests."
perkTreasureHunterDMRank3LongDesc,"Treasure radius decreases 1m for every 7 blocks dug.\nDo 30% more damage to dirt.\nFind 30% more items in buried chests."
perkTreasureHunterDMRank4LongDesc,"Treasure radius decreases 1m for every 6 blocks dug.\nDo 40% more damage to dirt.\nFind 40% more items in buried chests.\n\nAdds extra cash to all buried chests."
perkTreasureHunterDMRank5LongDesc,"Treasure radius decreases 1m for every 5 blocks dug.\nDo 50% more damage to dirt.\nFind 50% more items in buried chests.\n\nAdds extra weapon, armor, and rare item to all buried chests."

perkChemistExpertName,Chemist Expert
perkChemistExpertDesc,"When crafting ammo, you require less gunpowder or petrol.\nWhen crafting gunpowder or petrol, you require less nitrate, coal and fertiliser, or oil Shale."
perkChemistExpertRank1Desc,Yes! Science!
perkChemistExpertRank2Desc,Exceeding Experimentation
perkChemistExpertRank3Desc,Master of Chemisty
perkChemistExpertRank1LongDesc,"When crafting ammo, use 10% less gunpowder and 5% less petrol.\nWhen crafting gunpowder, use 10% less nitrate and coal.\nWhen crafting petrol and oil, use 5% less oil shale."
perkChemistExpertRank2LongDesc,"When crafting ammo, use 20% less gunpowder and 10% less petrol.\nWhen crafting gunpowder, use 20% less nitrate and coal.\nWhen crafting petrol and oil, use 10% less oil shale."
perkChemistExpertRank3LongDesc,"When crafting ammo, use 30% less gunpowder and 15% less petrol.\nWhen crafting gunpowder, use 30% less nitrate and coal.\nWhen crafting petrol and oil, use 15% less oil shale."

perkJunkMinerRankDM1LongDesc,"Gain 50% more resources from harvesting junk such as cloth, plastic etc."
perkJunkMinerRankDM2LongDesc,"Gain 100% more resources from harvesting junk such as cloth, plastic etc."
perkJunkMinerRankDM3LongDesc,"Gain 150% more resources from harvesting junk such as cloth, plastic etc."
perkJunkMinerRankDM4LongDesc,"Gain 200% more resources from harvesting junk such as cloth, plastic etc."
perkJunkMinerRankDM5LongDesc,"Gain 300% more resources from harvesting junk such as cloth, plastic etc."

perkGreaseMonkeyDMRank1LongDesc,Repair kits are 10% more effective on vehicles.\nVehicles take 5% less damage.\nVehicles use 5% less fuel.\nAccelerate 3% faster.\nFind 20% more Vehicle Adventures magazines in loot.
perkGreaseMonkeyDMRank2LongDesc,Repair kits are 20% more effective on vehicles.\nVehicles take 10% less damage.\nVehicles use 10% less fuel.\nAccelerate 6% faster.\nFind 40% more Vehicle Adventures magazines in loot.
perkGreaseMonkeyDMRank3LongDesc,Repair kits are 30% more effective on vehicles.\nVehicles take 15% less damage.\nVehicles use 15% less fuel.\nAccelerate 9% faster.\nFind 60% more Vehicle Adventures magazines in loot.\nMotercycle is 33% cheaper to craft.
perkGreaseMonkeyDMRank4LongDesc,Repair kits are 40% more effective on vehicles.\nVehicles take 20% less damage.\nVehicles use 20% less fuel.\nAccelerate 12% faster.\nFind 80% more Vehicle Adventures magazines in loot.\nTruck is 33% cheaper to craft.
perkGreaseMonkeyDMRank5LongDesc,Repair kits are 50% more effective on vehicles.\nVehicles take 25% less damage.\nVehicles use 25% less fuel.\nAccelerate 15% faster.\nFind 100% more Vehicle Adventures magazines in loot.\nGyrocopter is 33% cheaper to craft.


perkParkourRankDM1LongDesc,Increase safe fall distance by 1 metre.
perkParkourRankDM2LongDesc,Increase safe fall distance by 2 metres.
perkParkourRankDM3LongDesc,Increase safe fall distance by 3 metres.
perkParkourRankDM4LongDesc,Increase safe fall distance by 4 metres.

perkStrongLegsName,Strong Legs
perkStrongLegsDesc,Jump higher than the normal person.
perkStrongLegsRank1Desc,Boing!
perkStrongLegsRank2Desc,Ha-yup!
perkStrongLegsRank3Desc,Whoosh!
perkStrongLegsRank1LongDesc,Jump 1 metre higher.
perkStrongLegsRank2LongDesc,Jump 2 metres higher.
perkStrongLegsRank3LongDesc,Jump 3 metres higher.

perkBookWormName,Book Worm
perkBookWormDesc,"Adds a chance to find books in general looting, as well as adding a chance to get 2 skill points when reading magazines."
perkBookWormRank1Desc,Reading? In my video game?
perkBookWormRank2Desc,Elementary Reading
perkBookWormRank3Desc,Inspectional Reading
perkBookWormRank4Desc,Analytical Reading
perkBookWormRank5Desc,Syntopical Reading
perkBookWormRank1LongDesc,Have a 3% chance to find books in general looting and a 6% chance to get 2 skill points when reading magazines.
perkBookWormRank2LongDesc,Have a 6% chance to find books in general looting and a 12% chance to get 2 skill points when reading magazines.
perkBookWormRank3LongDesc,Have a 9% chance to find books in general looting and a 18% chance to get 2 skill points when reading magazines.
perkBookWormRank4LongDesc,Have a 12% chance to find books in general looting and a 24% chance to get 2 skill points when reading magazines.
perkBookWormRank5LongDesc,Have a 15% chance to find books in general looting and a 30% chance to get 2 skill points when reading magazines.

perkAmmoScroungerName,Ammo Scrounger
perkAmmoScroungerDesc,Find more ammo in loot.\n\nDoesn't affect ammo dropped by former humans.
perkAmmoScroungerRank1Desc,"Ooooo, shiny!"
perkAmmoScroungerRank2Desc,Mags loaded!
perkAmmoScroungerRank3Desc,Swimming in ammo!
perkAmmoScroungerRank1LongDesc,"When looting ammo, you find more quantity.\n\n+2 Shotgun Shells, Plasma Cells.\n+4 Handgun Ammo and Chaingun Ammo.\n+6  Fuel.\n+1  Crossbow Bolt."
perkAmmoScroungerRank2LongDesc,"When looting ammo, you find more quantity.\n\n+4 Shotgun Shells, Plasma Cells.\n+8 Handgun Ammo and Chaingun Ammo.\n+12  Fuel.\n+2  Crossbow Bolts.\n+1  Rocket."
perkAmmoScroungerRank3LongDesc,"When looting ammo, you find more quantity.\n\n+6 Shotgun Shells, Plasma Cells.\n+12 Handgun Ammo and Chaingun Ammo.\n+18  Fuel.\n+3  Crossbow Bolts.\n+2  Rockets."

perkStrongArmName,Strong Arm
perkStrongArmDesc,Deal more damage with knuckles and knives.
perkStrongArmRank1LongDesc,Increases base damage by 2 with knuckles and knives.
perkStrongArmRank2LongDesc,Increases base damage by 4 with knuckles and knives.
perkStrongArmRank3LongDesc,Increases base damage by 6 with knuckles and knives.
perkStrongArmRank4LongDesc,Increases base damage by 8 with knuckles and knives.
perkStrongArmRank5LongDesc,Increases base damage by 10 with knuckles and knives.

perkSiphoningStrikesRank1DMLongDesc,Melee kills recover your health by 1.
perkSiphoningStrikesRank2DMLongDesc,Melee kills recover your health by 2.
perkSiphoningStrikesRank3DMLongDesc,Melee kills recover your health by 3.
perkSiphoningStrikesRank4DMLongDesc,Melee kills recover your health by 4.
perkSiphoningStrikesRank5DMLongDesc,Melee kills recover your health by 5.

perkMedicName,Field Medic
perkMedicDesc,Increases potency of Stimpacks and Medikits.
perkMedicRank1Desc,Intern
perkMedicRank2Desc,Doctor
perkMedicRank3Desc,Surgeon
perkMedicRank4Desc,Miracle Worker
perkMedicRank5Desc,Field Medic
perkMedicRank1LongDesc,Stimpacks and Medikits are 20% more potent.
perkMedicRank2LongDesc,Stimpacks and Medikits are 40% more potent.\n\nSplints and casts instantly cure sprained limbs.
perkMedicRank3LongDesc,Stimpacks and Medikits are 60% more potent.
perkMedicRank4LongDesc,Stimpacks and Medikits are 80% more potent.
perkMedicRank5LongDesc,Stimpacks and Medikits are 100% more potent.\n\nCasts instantly cure broken limbs.

perkResourcefulUpgraderName,Resourceful Upgrader
perkResourcefulUpgraderDesc,"The more skilled you are at upgrading your weapons and tools, the fewer resources you need to do so."
perkResourcefulUpgraderRank1Des,
perkResourcefulUpgraderRank2Des,
perkResourcefulUpgraderRank3Des,
perkResourcefulUpgraderRank4Des,
perkResourcefulUpgraderRank5Des,
perkResourcefulUpgraderRank1LongDesc,"Upgrading your weapons and tools requires 4% less resources."
perkResourcefulUpgraderRank2LongDesc,"Upgrading your weapons and tools requires 8% less resources."
perkResourcefulUpgraderRank3LongDesc,"Upgrading your weapons and tools requires 12% less resources."
perkResourcefulUpgraderRank4LongDesc,"Upgrading your weapons and tools requires 16% less resources."
perkResourcefulUpgraderRank5LongDesc,"Upgrading your weapons and tools requires 20% less resources."

perkPenetratorDMDesc,Penetrate enemies with hitscan weaponry.
perkPenetratorRankDM1Desc,Handgun Penetration
perkPenetratorRankDM2Desc,Turret Penetration
perkPenetratorRankDM3Desc,Pump Shotgun Penetration
perkPenetratorRankDM4Desc,Chaingun Penetration
perkPenetratorRankDM5Desc,Super Shotgun Penetration
perkPenetratorDMRank1LongDesc,"Your Handgun penetrates one extra target."
perkPenetratorDMRank2LongDesc,"Your Portable Turret penetrates one extra target."
perkPenetratorDMRank3LongDesc,"Your Pump Shotgun penetrates one extra target."
perkPenetratorDMRank4LongDesc,"Your Chaingun penetrates one extra target."
perkPenetratorDMRank5LongDesc,"Your Super Shotgun penetrates one extra target."

perkAdrenalineRushName,Adrenaline Rush
perkAdrenalineRushDesc,"When you're at 50 or less health, you gain a variety of benefits. For those who like to live dangerously!"
perkAdrenalineRushRank1Des,
perkAdrenalineRushRank2Des,
perkAdrenalineRushRank3Des,
perkAdrenalineRushRank4Des,
perkAdrenalineRushRank1LongDesc,You recover 1 health every 8 seconds while low on health.\n\nDoesn't work if you're suffering from stage 3 hunger or dehydration.
perkAdrenalineRushRank2LongDesc,You deal more damage with ranged weapons while low on health.\n\nExtra damage is equivalent to 2 quality level upgrades.
perkAdrenalineRushRank3LongDesc,"While low on health, you take 1 less damage per hit and your armour takes 1 less damage per hit."
perkAdrenalineRushRank4LongDesc,You become invulnerable for 5 seconds when low on health.\n\nRecharges every 60 seconds.\n\nDuration can be increased up to 10 seconds with Slow Absorption perk.

AdrenalineRushCooldown,Adrenaline Rush Cooldown
AdrenalineRushCooldownDesc,Invulnerability cooldown period before Adrenaline Rush Invulnerability kicks in again at 50 or less health.

perkBonusBoosterName,Bonus Booster
perkBonusBoosterDesc,Increases how much health and armour you get when using health potions and armour shards.
perkBonusBoosterRank1Des,
perkBonusBoosterRank2Des,
perkBonusBoosterRank3Des,
perkBonusBoosterRank4Des,
perkBonusBoosterRank5Des,
perkBonusBoosterRank1LongDesc,Gain 1 extra armour with armour shards.\n\nGain 1 extra health with health potions.
perkBonusBoosterRank2LongDesc,Gain 2 extra armour with armour shards.\n\nGain 2 extra health with health potions.
perkBonusBoosterRank3LongDesc,Gain 3 extra armour with armour shards.\n\nGain 3 extra health with health potions.
perkBonusBoosterRank4LongDesc,Gain 4 extra armour with armour shards.\n\nGain 4 extra health with health potions.

perkPassiveHealingName,Passive Healing
perkPassiveHealingDesc,"Gradually recover health over time, up to 60% of max health, while not hungry or thirsty.\n\nDoesn't work if you're suffering from stage 3 hunger or dehydration."
perkPassiveHealingRank1LongDesc,Recover 1 health every 100 seconds.\n(36 Per Hour)\n\n(Up to 60% of max health)
perkPassiveHealingRank2LongDesc,Recover 1 health every 50 seconds.\n(72 Per Hour)\n\n(Up to 60% of max health)
perkPassiveHealingRank3LongDesc,Recover 1 health every 33.33 seconds.\n(108 Per Hour)\n\n(Up to 60% of max health)
perkPassiveHealingRank4LongDesc,Recover 1 health every 25 seconds.\n(144 Per Hour)\n\n(Up to 60% of max health)
perkPassiveHealingRank5LongDesc,Recover 1 health every 20 seconds.\n(180 Per Hour)\n\n(Up to 60% of max health)

perkSelfRepairingArmourName,Self Repairing Armour
perkSelfRepairingArmourDesc,"Your armour gradually self repairs, up to 60% of max armour."
perkSelfRepairingArmourRank1Des,
perkSelfRepairingArmourRank2Des,
perkSelfRepairingArmourRank3Des,
perkSelfRepairingArmourRank4Des,
perkSelfRepairingArmourRank5Des,
perkSelfRepairingArmourRank1LongDesc,Your armour gradually self repairs 1 point every 100 seconds.\n(36 Per Hour)\n\n(Up to 60% of max armour)
perkSelfRepairingArmourRank2LongDesc,Your armour gradually self repairs 1 point every 50 seconds.\n(72 Per Hour)\n\n(Up to 60% of max armour)
perkSelfRepairingArmourRank3LongDesc,Your armour gradually self repairs 1 point every 33.33 seconds.\n(108 Per Hour)\n\n(Up to 60% of max armour)
perkSelfRepairingArmourRank4LongDesc,Your armour gradually self repairs 1 point every 25 seconds.\n(144 Per Hour)\n\n(Up to 60% of max armour)
perkSelfRepairingArmourRank5LongDesc,Your armour gradually self repairs 1 point every 20 seconds.\n(180 Per Hour)\n\n(Up to 60% of max armour)

perkSlowAbsoptionName,Slow Absorption
perkSlowAbsoptionDesc,Increases the duration of Consumables and Power Up's that have a duration.
perkSlowAbsoptionRank1Des,
perkSlowAbsoptionRank2Des,
perkSlowAbsoptionRank3Des,
perkSlowAbsoptionRank4Des,
perkSlowAbsoptionRank5Des,
perkSlowAbsoptionRank1LongDesc,Consumables and Power Up's with a duration last 20% longer.
perkSlowAbsoptionRank2LongDesc,Consumables and Power Up's with a duration last 40% longer.
perkSlowAbsoptionRank3LongDesc,Consumables and Power Up's with a duration last 60% longer.
perkSlowAbsoptionRank4LongDesc,Consumables and Power Up's with a duration last 80% longer.
perkSlowAbsoptionRank5LongDesc,Consumables and Power Up's with a duration last 100% longer.

perkPainToleranceDMDesc,"Each hit you take from entities deals less damage to your health."
perkPainToleranceDMRank1LongDesc,"You lose 1 less health point per hit."
perkPainToleranceDMRank2LongDesc,"You lose 2 less health points per hit."
perkPainToleranceDMRank3LongDesc,"You lose 3 less health points per hit."

perkReinforcedArmourName,Reinforced Armour
perkReinforcedArmourDesc,Reduce the damage your armour takes per hit from any source of damage.
perkReinforcedArmourRank1Des,
perkReinforcedArmourRank2Des,
perkReinforcedArmourRank3Des,
perkReinforcedArmourRank1LongDesc,"Your armour takes 1 less damage per hit."
perkReinforcedArmourRank2LongDesc,"Your armour takes 2 less damage per hit."
perkReinforcedArmourRank3LongDesc,"Your armour takes 3 less damage per hit."

perkStrengthenedConstitutionName,Strengthened Constitution
perkStrengthenedConstitutionDesc,Increase your Maximum Health and Armour.
perkStrengthenedConstitutionRank1Des,
perkStrengthenedConstitutionRank2Des,
perkStrengthenedConstitutionRank3Des,
perkStrengthenedConstitutionRank4Des,
perkStrengthenedConstitutionRank5Des,
perkStrengthenedConstitutionRank1LongDesc,Max Health +20\nMax Armour +20.\n\nYou recover from biome hazards 25% faster.\n\nReduces chance to get dysentery by 2%.
perkStrengthenedConstitutionRank2LongDesc,Max Health +40\nMax Armour +40.\n\nReduces chance to get dysentery by 4%.
perkStrengthenedConstitutionRank3LongDesc,Max Health +60\nMax Armour +60.\n\nYou recover from biome hazards 50% faster.
perkStrengthenedConstitutionRank4LongDesc,Max Health +80\nMax Armour +80.\n\nReduces chance to get dysentery by 6%.
perkStrengthenedConstitutionRank5LongDesc,Max Health +100\nMax Armour +100.\n\nYou recover from biome hazards 75% faster.

perkSturdyBodyName,Sturdy Body
perkSturdyBodyDesc,Increase resistance to critical injuries.
perkSturdyBodyRank1Des,
perkSturdyBodyRank2Des,
perkSturdyBodyRank3Des,
perkSturdyBodyRank4Des,
perkSturdyBodyRank5Des,
perkSturdyBodyRank1LongDesc,"You're 20% resistant to critical injuries.\n\nYou can endure the elements of the Burnt, Desert and Snow biomes for 6 minutes."
perkSturdyBodyRank2LongDesc,"You're 40% resistant to critical injuries.\n\nYou can endure the elements of the Burnt, Desert and Snow biomes for 7 minutes."
perkSturdyBodyRank3LongDesc,"You're 60% resistant to critical injuries.\n\nYou can endure the elements of the Burnt, Desert and Snow biomes for 8 minutes.\n\nYou gain temporary immunity to infection when curing an infection."
perkSturdyBodyRank4LongDesc,"You're 80% resistant to critical injuries.\n\nYou can endure the elements of the Burnt, Desert and Snow biomes for 9 minutes."
perkSturdyBodyRank5LongDesc,"You're immune to critical injuries.\n\nYou can endure the elements of the Burnt, Desert and Snow biomes for 10 minutes."

perkKnowThyEnemyName,Know Thy Enemy
perkKnowThyEnemyDesc,"You know who you're fighting from a distance, just by looking at them."
perkKnowThyEnemyRank1Desc,Know Thy Name
perkKnowThyEnemyRank2Desc,Know Thy Health
perkKnowThyEnemyRank3Desc,Know Thy Weakness
perkKnowThyEnemyRank1LongDesc,You know the name of your enemies.
perkKnowThyEnemyRank2LongDesc,You know how healthy or injured your enemies are.
perkKnowThyEnemyRank3LongDesc,"You know your enemies weakness, all of your ranged attacks inflict more damage.\n\nHandgun damage +1.\nShotgun damage +1.\nChaingun damage +1.\nCrossbow damage +4.\nRocket Launcher damage +10.\nPlasma Rifle damage +2.\nBFG9001 damage +60."

perkFiremansAlmanacAxesDescDM,Your naturally have an extra 2 heat resist.
perkFiremansAlmanacAxesLongDescDM,"After dealing with so many fires, you have gained a tolerance to high temperature."
perkFiremansAlmanacMolotovDescDM,Flamethrower deals 1 extra damage.
perkFiremansAlmanacMolotovLongDescDM,"Each 'hit' with the flamethrower deals 1 extra damage."
perkFiremansAlmanacCompleteDescDM,You deal 2 more damage with the chainsaw.
perkFiremansAlmanacCompleteLongDescDM,You deal 2 more damage with the chainsaw.
perkLuckyLooterCompleteDescDM,Find more Armour Shards and Healing Potions in loot.
perkLuckyLooterCompleteLongDescDM,You find more Armour Shards and Healing Potions in loot.
perkHuntingJournalVulturesDescDM,Deal extra damage to flying demons and vultures.
perkHuntingJournalVulturesLongDescDM,Deal extra damage to flying demons and vultures.
perkHuntingJournalSelfDefenseDescDM,Deal extra damage to humans and ground-based demons.
perkHuntingJournalSelfDefenseLongDescDM,Deal extra damage to humans and ground-based demons.
perkArtOfMiningDiamondToolsDescDM,"Swing your stone axe, pickaxes and shovels 10% faster."
perkArtOfMiningDiamondToolsLongDescDM,"Swing your stone axe, pickaxes and shovels 10% faster."
perkRangersExplodingBoltsLongDescDM,Deal 6 more damage with the crossbow.
perkRangersExplodingBoltsDescDM,Deal 6 more damage with the crossbow.
perkRangersExplodingBoltsLongDescDM,Deal 6 more damage with the crossbow.
perkRangersFlamingArrowsDescDM,You're able to reload crossbows 20% faster.
perkRangersFlamingArrowsLongDescDM,Crossbows reload 20% faster.
perkRangersForestGuideDescDM,Crossbow Bolt velocity +20%.
perkRangersForestGuideLongDescDM,Bolts fired from the crossbow travel 20% faster.
perkRangersCompleteDescDM,Find 20% more bolts in loot.
perkRangersCompleteLongDescDM,Find 20% more bolts in loot.
perkPistolPeteSteadyHandDescDM,Handguns have 25% less spread.
perkPistolPeteSteadyHandLongDescDM,"You've learnt to steady your aim with handguns, reducing the spread by 25%."
perkPistolPeteMaintenanceDescDM,Handguns fire rate increased by 10%.
perkPistolPeteMaintenanceLongDescDM,You've mastered being able to fire your handgun 10% faster.
perkPistolPeteDamageDMDesc,Deal 1 more damage with the handgun.
perkPistolPeteDamageDMLongDesc,Deal 1 more damage with the handgun.
perkPistolPeteCompleteDMDescDM,Find 20% more handgun ammo in loot.
perkPistolPeteCompleteDMLongDescDM, Find 20% more handgun ammo in loot.
perkTechJunkie2MaintenanceDescDM,Increases the range of your robotic turrets by 20%.
perkTechJunkie2MaintenanceLongDescDM,Increases the range of your robotic turrets by 20%.
perkTechJunkie3APAmmoDescDM,Your robotic turrets can hold 20% more rounds.
perkTechJunkie3APAmmoLongDescDM,Your robotic turrets can hold 20% more rounds.
perkTechJunkie8CompleteDescDM,"Deploy 3 robotic turrets instead of 2, with 25 metres active range instead of 20."
perkTechJunkie8CompleteLongDescDM,"You can now deploy up to 3 robotic turrets instead of 2, and they will remain active up to 25 metres from your position instead of 20 metres."
perkShotgunMessiahDamageDescDM,Each pellet deals 1 extra damage.
perkShotgunMessiahDamageLongDescDM,Each pellet deals 1 extra damage.
perkShotgunMessiahMaintenanceDescDM,Increases Pump Shotgun fire rate by 10% and Super Shotgun reload speed by 10%.
perkShotgunMessiahMaintenanceLongDescDM,Increases Pump Shotgun fire rate by 10% and Super Shotgun reload speed by 10%.
perkShotgunMessiahMagazineDescDM,Shotguns have 20% more range.
perkShotgunMessiahMagazineLongDescDM,Shotguns have 20% more range.
perkShotgunMessiahPartyStarterDescDM,Shotguns have 15% less spread.
perkShotgunMessiahPartyStarterLongDescDM,Shotguns have 15% less spread.
perkShotgunMessiahCompleteDMDesc,Find 20% more shotgun shells in loot.
perkShotgunMessiahCompleteDMLongDesc,Find 20% more shotgun shells in loot.
perkSniper0NameDM,UAC Soldier
perkSniper0DescDM,Improve your skills with the Plasma Rifle
perkSniperDamageDescDM,Deal 2 more damage with the Plasma Rifle.
perkSniperDamageLongDescDM,Deal 2 more damage with the Plasma Rifle.
perkSniperReloadDescDM,Increases the fire rate of the Plasma Rifle by 10%.
perkSniperReloadLongDescDM,Increases the fire rate of the Plasma Rifle by 10%.
perkSniperAPAmmoDescDM,Energy Cells fired by the Plasma Rifle travel 20% faster.
perkSniperAPAmmoLongDescDM,Energy Cells fired by the Plasma Rifle travel 20% faster.
perkSniperHPAmmoDescDM,Plasma Rifle has 20% more range.
perkSniperHPAmmoLongDescDM,Energy Cells fired by the Plasma Rifle travels 20% further.
perkSniperCompleteDescDM,Find 20% more energy cells in loot.\nBFG9001 deals 60 more damage.
perkSniperCompleteLongDescDM,Find 20% more energy cells in loot.\nBFG9001 deals 30 more damage.
perkAutoWeaponsDamageDescDM,Deal 1 more damage with the Chaingun.
perkAutoWeaponsDamageLongDescDM,Deal 1 more damage with the Chaingun.
perkAutoWeaponsMaintenanceDescDM,Rate of fire for the chaingun is increased by 10%.
perkAutoWeaponsMaintenanceLongDescDM,Rate of fire for the chaingun is increased by 10%.
perkAutoWeaponsCompleteDescDM,Find 20% more chaingun ammo in loot.
perkAutoWeaponsCompleteLongDescDM,Find 20% more chaingun ammo in loot.
perkRocketLauncher0NameDM,Crowd Controller
perkRocketLauncher0DescDM,Improve your skills with the Rocket Launcher
bookRocketLauncherDamage,Explosive Crowd Control Vol 1
bookRocketLauncherFirerate,Explosive Crowd Control Vol 2
bookRocketLauncherVelocity,Explosive Crowd Control Vol 3
bookRocketLauncherRecoil,Explosive Crowd Control Vol 4
perkRocketLauncherDamageDescDM,Increases impact damage and explosion damage of rockets by 10 each.
perkRocketLauncherDamageLongDescDM,Increases impact damage and explosion damage of rockets by 10 each.
perkRocketLauncherFirerateDescDM,Fire rate of the Rocket Launcher is 10% faster.
perkRocketLauncherFirerateLongDescDM,Fire rate of the Rocket Launcher is 10% faster.
perkRocketLauncherVelocityDescDM,Rockets travel 20% faster.
perkRocketLauncherVelocityLongDescDM,Rockets travel 20% faster.
perkRocketLauncherRecoilDescDM,Rocket Launcher has 25% less recoil when fired.
perkRocketLauncherRecoilLongDescDM,Rocket Launcher has 25% less recoil when fired.
perkRocketLauncherCompleteDescDM,Find more rockets in loot.
perkRocketLauncherCompleteLongDescDM,Find more rockets in loot.

perkHandgunAmmoPouchName,Handgun Ammo Backpack
perkHandgunAmmoPouchDesc,Increases your handgun ammo stack size by 10% per level.
perkCrossbowAmmoPouchName,Crossbow Ammo Backpack
perkCrossbowAmmoPouchDesc,Increases your crossbow ammo stack size by 10% per level.
perkTurretAmmoPouchName,Turret Ammo Backpack
perkTurretAmmoPouchDesc,Increases your turret ammo stack size by 10% per level.
perkShotgunAmmoPouchName,Shotgun Ammo Backpack
perkShotgunAmmoPouchDesc,Increases your shotgun ammo stack size by 10% per level.
perkChaingunAmmoPouchName,Chaingun Ammo Backpack
perkChaingunAmmoPouchDesc,Increases your chaingun ammo stack size by 10% per level.
perkFuelAmmoPouchName,Fuel Backpack
perkFuelAmmoPouchDesc,Increases your fuel stack size by 10% per level.
perkRocketAmmoPouchName,Rocket Ammo Backpack
perkRocketAmmoPouchDesc,Increases your rocket ammo stack size by 10% per level.
perkPlasmaAmmoPouchName,Energy Cell Ammo Backpack
perkPlasmaAmmoPouchDesc,Increases your energy cell ammo stack size by 10% per level.

<!-- Challenges -->

challengeGroupSetUpBase,Establish Shelter
challengeRewardBackpack,1x Ammo Capacity Backpack
challengeRewardDoubleBackpack,2x Ammo Capacity Backpack
challengeRewardTripleBackpack,3x Ammo Capacity Backpack
challengeReward4Backpack1Point,4x Ammo Capacity Backpack\n1x Perk Point
challengeReward4Backpack1PointBFG,1x Perk Point\nBFG Location
challengeReward10BackpackBFG,10x Backpack\nBFG Location
challengeReward10Backpack,10x Backpack
drinkYuccaJuiceSmoothieDMdesc,Keeps you cool in the heat but will make you freeze in the cold.
challengeCraftSnowberrycream,Craft Snowberry Cream
challengecraftSnowberrycreamShort,Snowberries don't need farm plots to grow.
challengecraftSnowberrycreamDesc,"Snowberries can be eaten raw (may make you sick), and are used in various medical items to treat burns, infections and general healing."
challengeCraftBoneBroth,Craft Bone Broth
challengeCraftBoneBrothShort,"Cook Bone Broth from bone, plant fibers and murky water."
challengeCraftBoneBrothDesc,"It might take awhile before you obtain a cooking pot, but Bone Broth will help keep you fed and hydrated in the meantime without risk of getting sick."
challengeCraftEdiblePineSeed,Craft Edible Pine Cones
challengeCraftEdiblePineSeedShort,Cook pine cones gathered from pine trees.
challengeCraftEdiblePineSeedDesc,"While not ideal at all, there are pine nuts inside for when you're desperate to hold back starvation for a little while longer."
challengeForestShelter,Find or Build Shelter
challengeForestShelterShort,Find or build a shelter in the Forest.
challengeForestShelterDesc,"The orange bar below your health is your armour, your armour will absorb some of the damage your receive from demons and animals.\n\nArmour doesn't protect you against other forms of damage. You'll know what type of armour you're wearing by the colour, green is 40% protection and blue is 60%. If there is no icon, you have no protection.\n\nFind a structure to take shelter. Be mindful of holes, windows, or doors that will prevent a proper shelter status.\nShelter is needed to recover from biome hazards or for protection against deadly storms.\n\nAnother option is to build your own shelter.\nTake shelter while in the [DECEA3]Forest[-]."
challengeStatForestShelterDesc,Forest Biome Shelter
challengeGroupBasicSurvival,Basic Survival
